text,retweet_count,reply_count,tweet_id,tweet_coord,latitudes,longitudes,tweet_created_date,tweet_created_time
"@united nice 2 see U have a sense of humor. #3hourdelay Just want 2 B home but I'll settle for that beer. Once safely in the air, of course",2,4,568627869225766912,"[40.68612449, -74.18465897]",40.68612449,-74.18465897,2015-02-19,20:27:03
@united No customer service rep could confirm where my bag was &amp; each gave me different info. Ruined 2 events I had today. #disappointed,3,4,569281033365037056,"[35.00096266, -80.87374938]",35.00096266,-80.87374938,2015-02-21,15:42:29
@united no I did not make connection.  Your stellar employee Vicky Thomas refused to board me even though 23 empty seats on plane,0,31,569005870463344640,"[39.84913886, -104.67403666]",39.84913886,-104.6740367,2015-02-20,21:29:05
@united No wonder the cabin is filthy. #badservice,0,10,569243676594941953,"[37.61782989, -122.39172299]",37.61782989,-122.391723,2015-02-21,13:14:03
@united no. U guys suck. I'll never fly with u again. And ur supervisors suck too.,5,3,569058014650433536,"[33.99585652, -117.35791469]",33.99585652,-117.3579147,2015-02-21,0:56:17
@united noooooooooooooooooooooope.,1,17,569925612069998593,"[45.52146907, -122.69810485]",45.52146907,-122.6981049,2015-02-23,10:23:49
@united not sure why the people in row 7 that paid for a premium seat can't use their overhead space... http://t.co/i9s86KiHge,0,5,569690742169292802,"[33.94077727, -118.39921036]",33.94077727,-118.3992104,2015-02-22,18:50:31
@united not yet. I complained about the guy who checked my luggage in as he was throwing the bags around. Unfortunate coincidence I hope?,3,30,570267915154538496,"[52.59657643, -2.19877833]",52.59657643,-2.19877833,2015-02-24,9:04:00
@united now let there also pls be in-flight live TV on UA469 DEN-EWR so I can watch the #Oscars ??,3,12,569632420468625408,"[43.56768225, -116.22061173]",43.56768225,-116.2206117,2015-02-22,14:58:46
@united of course I did. The bag should be here by now :( #frustrated,1,18,569984785860464640,"[28.62111274, -81.29294408]",28.62111274,-81.29294408,2015-02-23,14:18:57
@united oh flight was fine. my lost luggage? not so much. looks like I'll be at least a half day Late Flight to my conference in Santa Monica...,5,30,568328533421867008,"[34.06071437, -117.59814212]",34.06071437,-117.5981421,2015-02-19,0:37:36
"@united ok. To top things off, you've lost my luggage. Could you get ANY worse??? #UnitedAirlines",1,0,570185687569469440,"[52.48854137, -1.91022836]",52.48854137,-1.91022836,2015-02-24,3:37:16
"@united On a standby to Denver, which has been delayed, and a confirmed to Aspen, whose flights have been Cancelled Flighted all day. 0 confidence.",4,32,569941617697644544,"[41.97745295, -87.91025951]",41.97745295,-87.91025951,2015-02-23,11:27:25
@united On last flight of the day no less. I am now driving 4 hours to Aspen thru a snowstorm Thx to your teams lack of customer empathy,3,30,569012492598251520,"[39.77848558, -104.90007634]",39.77848558,-104.9000763,2015-02-20,21:55:24
@united one hour after departure time and still no update!,4,49,568572666178883584,"[39.99869322, -82.88004055]",39.99869322,-82.88004055,2015-02-19,16:47:41
@united or you'll Cancelled Flight my flight like you just did,4,43,568787202341081088,"[37.62025528, -122.38832698]",37.62025528,-122.388327,2015-02-20,7:00:11
@united our flight attendant @superben was super helpful in finding a bag we left on a flight today. Excellent customer service. Name fits.,3,39,567867311744380928,"[38.88839871, -94.62041633]",38.88839871,-94.62041633,2015-02-17,18:04:52
@united Our vacation's going to be ruined w/ 3 days of rain. : ( The change fee for 2 of us is nearly cost of original flight. Can you help?,1,43,570081411715059712,"[37.7994546, -122.427629]",37.7994546,-122.427629,2015-02-23,20:42:54
@united ours in July. You have ZERO excuses for this. You have an out-of-date system that causes problems like this.,2,45,570235195934117889,"[29.98384925, -95.3374653]",29.98384925,-95.3374653,2015-02-24,6:53:59
@united pleasantly surprised with quality of service and flight.Flew LGA-CLE-DEN. Friendly crew. Love the concept of #byod #worksnicely,5,42,568513007849840640,"[40.71517211, -74.01453422]",40.71517211,-74.01453422,2015-02-19,12:50:38
"@united question:are there onboad 110 volt outlets in all planes? If so, where?",5,38,570071999780933634,"[35.8056542, -78.786848]",35.8056542,-78.786848,2015-02-23,20:05:30
@united received my bag. I appreciate taking care of the matter and following up!,4,32,567918545046081537,"[40.54989958, -111.90404484]",40.54989958,-111.9040448,2015-02-17,21:28:27
@united Resolved. Over hour of work on  ground &amp; somehow the system reset itself during takeoff. I appreciate the quick response/service.,0,41,569641346316640256,"[41.97890473, -87.91027352]",41.97890473,-87.91027352,2015-02-22,15:34:15
"@united says we had a weather delay in #YXE this morning. The ""weather"" didn't affect any other airline. #UA6136 http://t.co/4JdvK8tCqx",5,40,569593910869127168,"[39.85873319, -104.67372668]",39.85873319,-104.6737267,2015-02-22,12:25:45
"@united Seat 14A, Flight UA895",0,37,569475306018353152,"[22.31355693, 113.92636768]",22.31355693,113.9263677,2015-02-22,4:34:27
@united service by staff was great as usual. Cleanliness and smells a bit much. I'll be back. #satisfied traveler,0,45,569088496117415937,"[41.9809313, -87.9063148]",41.9809313,-87.9063148,2015-02-21,2:57:25
@united service so far has been horrid. We wanted to end the trip on a high note. Guess that's not an option.,0,8,570188838775103488,"[29.987463, -90.25860012]",29.987463,-90.25860012,2015-02-24,3:49:47
@united She is travelling from Melbourne (Australia ) to Bogota (Colombia) tomorrow,1,45,569707970876936192,"[-38.0271635, 145.2112317]",-38.0271635,145.2112317,2015-02-22,19:58:59
@united should NOT sell tickets for @SilverAirways on http://t.co/onhXHCO6bK.  has terrible service and UA staff cannot reach Silver,3,40,569995961570856960,"[26.07694041, -80.13546475]",26.07694041,-80.13546475,2015-02-23,15:03:21
@united sitting in the middle for the first time .. Hope it works out well,1,20,569845865185206273,"[40.69450196, -74.1749219]",40.69450196,-74.1749219,2015-02-23,5:06:56
@united smiling? NOT!!,2,45,568539224770637825,"[35.23908248, -120.64078264]",35.23908248,-120.6407826,2015-02-19,14:34:48
"@united so going forward, I shouldn't be Flight Booking Problems Star Alliance flights through the United App?",4,38,568825730718666754,"[25.0779704, 55.13808289]",25.0779704,55.13808289,2015-02-20,9:33:17
@united so sorry. I ended up on US Air flight. Thank you though for getting back to me:),2,40,568474931207352320,"[35.8924655, -84.19243176]",35.8924655,-84.19243176,2015-02-19,10:19:20
@united so unhelpful... http://t.co/vBfIeo2qJC,0,21,569614679154143232,"[39.85861469, -104.67233425]",39.85861469,-104.6723343,2015-02-22,13:48:17
@united So what do you offer now that my flight was Cancelled Flighted and I'm stranded away from home and work?,0,48,567778009013178368,"[26.37852293, -81.78472152]",26.37852293,-81.78472152,2015-02-17,12:10:00
@united So what does someone with severe anxiety do when the one person who can help him isn't next to him?,3,11,570201440704028672,"[29.9880285, -90.25781369]",29.9880285,-90.25781369,2015-02-24,4:39:51
@united So you are inadequate by accident?,1,38,570018079993937920,"[40.68545235, -74.18374208]",40.68545235,-74.18374208,2015-02-23,16:31:15
@united sprinted from C concourse to E and just made it. Coughed up a lung in the process but am now in CLT! Tnx!,2,3,568230767714799616,"[35.21498347, -80.96071981]",35.21498347,-80.96071981,2015-02-18,18:09:06
@united stellar customer service. You have earned my business by your attention to detail.,0,33,569088814184079361,"[41.9808176, -87.9063373]",41.9808176,-87.9063373,2015-02-21,2:58:41
"@united Still do not have my bag, it's in the CLT airport. Was originally told I would have it by 2pm.",5,17,569302005111508992,"[35.07067492, -80.7899648]",35.07067492,-80.7899648,2015-02-21,17:05:49
@united stuck in DC trying to get to Denver. The engine shut down twice on us at the terminal. Got any available flights for me?,2,10,569231858485080066,"[38.94291482, -77.44870496]",38.94291482,-77.44870496,2015-02-21,12:27:05
@united stuck on Tarmac for the last hour. Can I have a beer?,1,0,568608982321012736,"[40.6867848, -74.18351089]",40.6867848,-74.18351089,2015-02-19,19:12:00
@united such a relaxing space for a drink before my flight! (at @United Global First Lounge) https://t.co/j4cj0lrF2d http://t.co/dTLGUQ1kAk,1,22,569357196141719552,"[37.61829369, -122.39192247]",37.61829369,-122.3919225,2015-02-21,20:45:08
@united thanks,0,28,569276207696453632,"[19.43010575, -99.18988829]",19.43010575,-99.18988829,2015-02-21,15:23:19
@united thanks for more timely updates.,2,41,568837615220166657,"[45.58977875, -122.59182952]",45.58977875,-122.5918295,2015-02-20,10:20:30
"@united thanks for that advice, so helpful. Can't believe you guys actually charge people to ""fly"" united",2,32,567814633047728128,"[45.58931882, -122.5959928]",45.58931882,-122.5959928,2015-02-17,14:35:32
"@united thanks for trying to take my money without notice. In any other industry, you Cancelled Flight a service, a refund is issued. Cont…",0,12,568564799593820161,"[37.99311597, -84.52114659]",37.99311597,-84.52114659,2015-02-19,16:16:26
"@united Thanks for your response. Bags came, but it was a long wait and priority tags weren't honored at all. Disappointing",1,43,567939242854215680,"[40.79971517, -74.25960937]",40.79971517,-74.25960937,2015-02-17,22:50:41
@united thanks gate agent extraordinaire Seau Fong for helping me get re-booked out of Boise and (hopefully) home to NYC sometime tonight!,4,39,569629990129520641,"[43.56764134, -116.22089932]",43.56764134,-116.2208993,2015-02-22,14:49:07
"@united Thanks Yup I'm all set.  It happens.   SLC ground staff were prompt,  helpful and courteous.",0,8,568669880922165248,"[40.7868699, -111.9790833]",40.7868699,-111.9790833,2015-02-19,23:13:59
@united thanks.  Not tonight it would seem. http://t.co/WNdcEO5QlK,5,0,568654300802473985,"[40.7697595, -111.974937]",40.7697595,-111.974937,2015-02-19,22:12:05
@united That is not what your reservations desk just told me.  They said there were plenty of seats,1,24,569008601009762305,"[39.83426941, -104.69960636]",39.83426941,-104.6996064,2015-02-20,21:39:56
@united that's a crazy long form! You need something other than a video?,0,17,569237947033255936,"[40.72476892, -74.09204213]",40.72476892,-74.09204213,2015-02-21,12:51:17
@united That's real dedication &amp; concern. Your apologies don't fix the issue nor any of the miserable issues I've had over the past 6 mos.,5,20,569963935429824512,"[29.7420124, -95.5606921]",29.7420124,-95.5606921,2015-02-23,12:56:06
"@united the hotel you sent us to wouldnt take the voucher. Our flight was delayed, then Cancelled Flightled, then delayed again. 32 hours and counting",4,23,569532005320253441,"[38.94562938, -77.44400264]",38.94562938,-77.44400264,2015-02-22,8:19:46
@united The only thing you fella have done right today is get me to the pacific time zone.,2,21,567895211575111680,"[34.01019938, -117.42860927]",34.01019938,-117.4286093,2015-02-17,19:55:44
@united Then why did your staff refuse to let ME on the earlier flight citing my having checked a bag?!?!,0,43,568965585620459520,"[40.71518191, -73.99595593]",40.71518191,-73.99595593,2015-02-20,18:49:01
@united Then you delete my return ticket to Europe and blame me for the now show? This airline is a joke. 3 times this happened now.3 times!,5,45,569568010555432960,"[29.98704632, -95.3378275]",29.98704632,-95.3378275,2015-02-22,10:42:50
@united there are at least 3 of us on UA1564 at ORD waiting to deplane to catch UA4232 to CLT. Any chance of waiting to last second for us?,0,24,568191963838746624,"[41.98084325, -87.90939435]",41.98084325,-87.90939435,2015-02-18,15:34:55
@united there is a sector whereby it says $0 in both bags...no bag allowance at all in international flight?,4,27,569604805116563457,"[-37.8536992, 145.1106176]",-37.8536992,145.1106176,2015-02-22,13:09:02
@united They held the plane! Made it!!,1,14,569032643548811264,"[33.94238375, -118.39906416]",33.94238375,-118.3990642,2015-02-20,23:15:28
@united they wouldn't let me on. Real nice of you! Just love your awesome service. And U have 2 people working this customer service line..,3,0,569514001450672128,"[29.98870677, -95.33845443]",29.98870677,-95.33845443,2015-02-22,7:08:13
"@united they're not, actually. gate agent was so rude. now standing in a line waiting for reFlight Booking Problems. missed the only flight to STI. awful.",4,2,569856109613166593,"[41.97888728, -87.90617197]",41.97888728,-87.90617197,2015-02-23,5:47:38
"@united This ALWAYS happens with you guys, and it makes traveling incredibly stressful and uncomfortable. Is that good business to you?",3,37,570201707621146624,"[29.98878092, -90.25836915]",29.98878092,-90.25836915,2015-02-24,4:40:55
@united this is not what captain said! Your 820pm flight to San Francisco is delayed due to weather. UA1416 now departs ....#failagain,1,19,568238725626355712,"[41.97826134, -87.91247425]",41.97826134,-87.91247425,2015-02-18,18:40:44
@united This isn't a one time thing either! It's a shocking pattern of repeated neglect and disrespect.,3,36,570235698608869376,"[29.98377529, -95.33756559]",29.98377529,-95.33756559,2015-02-24,6:55:59
@united this may be the last time I fly your airline.,2,39,568164374248067072,"[38.94494175, -77.45367931]",38.94494175,-77.45367931,2015-02-18,13:45:17
@united thnx for the info,2,27,570187940221071360,"[35.8057062, -78.7869445]",35.8057062,-78.7869445,2015-02-24,3:46:13
@united tonight you made this Fred Flintstone happy with an upgrade to 1st class. http://t.co/gKgKZLAwpR,1,8,569292823805042688,"[26.07294988, -80.14147128]",26.07294988,-80.14147128,2015-02-21,16:29:20
@united tried to check it 40 mins before a flight rather than 45 mins and we are stonewalled by your employees...,4,47,567901996763602945,"[36.08652135, -115.13941959]",36.08652135,-115.1394196,2015-02-17,20:22:41
@united UA1469. Just landed.,2,24,569716594731044865,"[27.9746606, -82.5320172]",27.9746606,-82.5320172,2015-02-22,20:33:15
@united UA63 from Madrid arrived no agent mass confusion we sent to and fro by 3 UA employees. MaryJo was rude and unhelpful.,5,9,570053417311342593,"[41.97758714, -87.91388554]",41.97758714,-87.91388554,2015-02-23,18:51:40
@united Ugh.  My bags were sent to Palm Springs and not to LAX as promised.  They better be at the hotel when I get there.,0,18,567895077189627905,"[34.01352255, -117.44528297]",34.01352255,-117.445283,2015-02-17,19:55:12
@united uh - I booked it through the UA website. Why the price change?,4,13,568821307766222848,"[25.07772121, 55.13822432]",25.07772121,55.13822432,2015-02-20,9:15:42
@united unfortunately still on the Tarmac at @fly2ohare and definitely missing my ride from @flypdx #GonnaBeALongNight,0,45,570091033368899584,"[41.9785651, -87.90833965]",41.9785651,-87.90833965,2015-02-23,21:21:08
"@united unless it's on you guys, im good.",4,47,567921406807261184,"[27.98622757, -82.5414547]",27.98622757,-82.5414547,2015-02-17,21:39:49
"@united very exasperating I'm having a difficult time with Flight Booking Problems as the error message says you're undergoing maintenance. Really, now?",3,8,569007629868998656,"[41.86591215, -87.6231126]",41.86591215,-87.6231126,2015-02-20,21:36:05
@united Very impressed so far. An app that's worth a damn and sms updates on my flight.,2,3,569159619710361600,"[39.74529398, -104.99225976]",39.74529398,-104.9922598,2015-02-21,7:40:02
@united we've been seating for 5hrs inside flight UA936 at #IAD delayed. We've only been offered water &amp; cookies in business class. #failed,2,40,569338724787593216,"[38.95801195, -77.44365722]",38.95801195,-77.44365722,2015-02-21,19:31:44
@united Well the bar is set low! You guys are really good at the apology game! What will change? When will u guys learn?,4,25,570074583379939328,"[41.88298649, -87.63403627]",41.88298649,-87.63403627,2015-02-23,20:15:46
"@united Well, It's LA and then a 2hr+ car ride to a dark Palm Springs technically. Maybe I'll get bumped to 1st class Den to PHL on Friday:)",2,30,567808255566602240,"[39.85861725, -104.67232956]",39.85861725,-104.6723296,2015-02-17,14:10:12
@united what do you have in mind?,0,2,568617891412574208,"[37.6205514, -122.3867929]",37.6205514,-122.3867929,2015-02-19,19:47:24
@united what is your plan to reduce delays?,2,11,568639242483556352,"[40.71288929, -74.16612474]",40.71288929,-74.16612474,2015-02-19,21:12:14
@united when a 2 hour flight turns into a 3:30 ordeal...sigh,2,12,568975398236659712,"[29.98498519, -95.3338971]",29.98498519,-95.3338971,2015-02-20,19:28:00
"@united When my United flight arrives Late Flight and I'm told to re-book my connecting United flight, you characterize that as a ""no show""",2,1,569567685719101440,"[29.98707518, -95.33783524]",29.98707518,-95.33783524,2015-02-22,10:41:32
@united when will you offer real food in american clubs like the amazing food you offer in Heathrow?,5,39,567891481555382272,"[41.9797415, -87.9099894]",41.9797415,-87.9099894,2015-02-17,19:40:54
@united Where are my bags!!!  They weren't in LAX like your promised.  9 out of 10 things today were a mess today because of you.,4,47,567919391515348992,"[33.75348859, -116.36209633]",33.75348859,-116.3620963,2015-02-17,21:31:49
@united while busy on his cell phone ???,4,18,569128289178152960,"[18.47233225, -68.39941165]",18.47233225,-68.39941165,2015-02-21,5:35:32
@united who authors this fiction? I just heard on radio we don't even have a jetway secured yet #UA5037 #CMH http://t.co/T78k7aBtWF,1,25,569539000312188928,"[39.99829207, -82.88085401]",39.99829207,-82.88085401,2015-02-22,8:47:33
@united why couldn't you have changed the tire of my delayed UA1127 flight when it arrived instead of waiting until boarding?,4,16,567927725815496704,"[37.62063433, -122.38946673]",37.62063433,-122.3894667,2015-02-17,22:04:56
@united Why do I still not have my bags? They arrived @10AM &amp;website says they're still at the airport..2 1/2 hours Late Flightr???!! #nothappy,4,45,569188938012880896,"[33.89638659, -84.33108377]",33.89638659,-84.33108377,2015-02-21,9:36:32
@united why don't you de-ice while the plane sits there with no one in it for 2 hours ?? Or we could just delay :/,1,36,569508469088387072,"[40.6941088, -74.17545854]",40.6941088,-74.17545854,2015-02-22,6:46:14
@united why don't you ever print my known #traveler number on my ticket? Because of this I never get to use the #TSA prescreen I paid for,2,16,569331162897739776,"[37.61839686, -122.38751]",37.61839686,-122.38751,2015-02-21,19:01:41
"@united Why tell us flight is delayed, then tell us it's on time again with 20 min to spare? Don't say it's delayed unless you're sure!",5,34,570066391388172290,"[33.9411179, -118.3972405]",33.9411179,-118.3972405,2015-02-23,19:43:13
@united with about 25 people trying to get on flights,1,22,569514124490579969,"[29.98872603, -95.3384666]",29.98872603,-95.3384666,2015-02-22,7:08:42
"@united working with Lisa J at ORD. she's working hard for us, but this is still VERY disappointing. was on 634 to EWR.",3,33,569871433662271488,"[41.97883697, -87.90639116]",41.97883697,-87.90639116,2015-02-23,6:48:32
@united Worst airline ever?,4,6,569217317315354624,"[33.84445776, -116.55139365]",33.84445776,-116.5513937,2015-02-21,11:29:18
"@united worst airline in the world-8 delays, gate agent loses her mind over 1.5 lbs and charges me $100 on top of the $25 I already paid!!",0,21,568538872637816832,"[35.23896405, -120.64046203]",35.23896405,-120.640462,2015-02-19,14:33:24
@united Worst customer non-service for sure!,1,2,569217440250331136,"[33.84438223, -116.5516582]",33.84438223,-116.5516582,2015-02-21,11:29:47
@united Yes I needed plenty of assistance but received none.,2,12,568949970080018433,"[38.26810946, -82.12153441]",38.26810946,-82.12153441,2015-02-20,17:46:58
@united yes lots. You have terrible customer service at Newark and despite raising a complaint there we were ignored hence the tweet,3,21,569991606385967107,"[40.6992418, -74.17884798]",40.6992418,-74.17884798,2015-02-23,14:46:03
@united Yes my flight was rebooked. I'm just losing trust in you if I want to get anywhere on time.,2,8,568622671287566336,"[40.69522398, -74.1760931]",40.69522398,-74.1760931,2015-02-19,20:06:23
@united Yes there were PLENTY of seats available.  So why did Vicky Thomas refuse to give one to a million mile flyer?,1,31,569011727532032001,"[39.77390684, -104.84537303]",39.77390684,-104.845373,2015-02-20,21:52:22
"@united yes, after landing at 930pm last night. Spoke to 10 baggage claim customer service reps. Finally spoke to one amazing ticket agent.",0,43,569280157678071808,"[35.00595547, -80.89437239]",35.00595547,-80.89437239,2015-02-21,15:39:00
"@united yes, supposed to be here by 6PM. I have a Board Meeting tomorrow. Fingers crossed.",1,13,568166099184783360,"[33.5089001, -112.02901444]",33.5089001,-112.0290144,2015-02-18,13:52:08
"@united Yes, though they have not located the bag yet. It was a lovely flight outside of that.",3,5,567884646270267392,"[40.84018945, -73.93737649]",40.84018945,-73.93737649,2015-02-17,19:13:45
@united Yo yo yo stuck on the tarmac for over 2 hours at @fly2ohare ... Going to miss my ride at @flypdx help please! #HelpImStuck #United,1,49,570079041547472896,"[41.97777091, -87.90782014]",41.97777091,-87.90782014,2015-02-23,20:33:29
@united You are a F&amp;$KING joke. Your customer service is woeful. If your staff tell a passenger that they will do something do it!,4,49,569729325546602497,"[39.84911904, -104.67447584]",39.84911904,-104.6744758,2015-02-22,21:23:50
@united you can't say the flight is pulled in and departs in 2 mins if boarding hasn't even started! http://t.co/2IKbP8gxWi,4,33,569534268130660352,"[39.99814659, -82.88058383]",39.99814659,-82.88058383,2015-02-22,8:28:45
"@united you mean like my mailing address and rate? By the surliness of my United ""coworkers"" I'm guessing our benefits aren't great.",1,6,568109878754934784,"[29.97877958, -95.33246329]",29.97877958,-95.33246329,2015-02-18,10:08:44
@united you need to follow me I order for me to DM....,1,16,568458701046050816,"[34.06979432, -117.57757056]",34.06979432,-117.5775706,2015-02-19,9:14:50
@united you suck. @SouthwestAir you're the best.,2,32,568941851228528642,"[37.61476852, -122.40521688]",37.61476852,-122.4052169,2015-02-20,17:14:42
@united you think you boarded flight AU1066 too early? I think so.,3,48,570304912468402177,"[19.43706642, -99.07927123]",19.43706642,-99.07927123,2015-02-24,11:31:01
"@united your app says flight UA936 to #ZRH departed 2:45hrs Late Flight, but 5 hours Late Flightr we are still seating inside the plane in #IAD.  #failed",0,45,569337916125798401,"[38.93770157, -77.4551004]",38.93770157,-77.4551004,2015-02-21,19:28:31
@united your flights are really cheap what's the catch,5,36,568593365601820672,"[38.21327338, -85.76378195]",38.21327338,-85.76378195,2015-02-19,18:09:56
@united your helpful agents in Club helped.  I am just out baggage fees and a night of my life.stop doing business with @SilverAirways,3,0,570001906199887872,"[26.07324041, -80.14510971]",26.07324041,-80.14510971,2015-02-23,15:26:59
"@united Your new mileage policy is awful. Before, I might have paid slightly more for United because of miles. Now there's no difference.",4,6,569213197485514752,"[40.73074756, -73.95248962]",40.73074756,-73.95248962,2015-02-21,11:12:56
@united your system is down and after being on hold for over 20 mins -Mia tells me she is going to charge a Flight Booking Problems fee?! Customer service?,3,24,569017631602139137,"[41.86589387, -87.62303178]",41.86589387,-87.62303178,2015-02-20,22:15:49
@united your website is a complete joke when using safari!,5,43,568832151119990784,"[28.34834331, -81.48581918]",28.34834331,-81.48581918,2015-02-20,9:58:47
@united your worker told us not to call because we'd be talking to someone in Thailand...,3,5,569710627649761282,"[45.67912434, -111.04847959]",45.67912434,-111.0484796,2015-02-22,20:09:33
"@united, we've been waiting for over an hour for our luggage- what gives?",5,1,569619208884977664,"[40.69672337, -74.17710665]",40.69672337,-74.17710665,2015-02-22,14:06:17
@united: No friendly skies from you today. 5hr+ weather delay in SFO followed by 1hr+ mechanical delay while sitting on plane. #NoFun,5,39,567828973893259264,"[37.61859126, -122.38385699]",37.61859126,-122.383857,2015-02-17,15:32:31
@united. Thanks United for the no running water and Late Flight flight from Grand Rapids to Denver,4,2,568112237765722113,"[39.85823091, -104.67802376]",39.85823091,-104.6780238,2015-02-18,10:18:07
"@united...lies lies lies....still sitting at the gate, have not moved an inch http://t.co/LulGnwEfFH",4,12,569310717393944577,"[38.95638224, -77.43898845]",38.95638224,-77.43898845,2015-02-21,17:40:26
@USAirways 2nd February in a row- stranded us when we try to return from Cancun! No contact info- no way to rebook! #badcustomerservice,1,50,569642526065471488,"[21.15192481, -86.82441431]",21.15192481,-86.82441431,2015-02-22,15:38:56
@USAirways 8 hrs of wait time is unbelieavle unaccpetable biggest airline in the world should have failback call centers,1,26,569470268474683393,"[25.7789509, -80.1353866]",25.7789509,-80.1353866,2015-02-22,4:14:26
@USAirways and @FlyKnoxville - bad weather should not be an excuse for not following established luggage procedures. #NoClothesNoInfo,1,23,570044019897556994,"[29.99653598, -95.53874781]",29.99653598,-95.53874781,2015-02-23,18:14:19
@USAirways but you guys switched me and didn't inform me of the chathes,4,41,568492323824381952,"[29.98442078, -90.25340271]",29.98442078,-90.25340271,2015-02-19,11:28:26
@USAirways done it! Process initiated Saturday morning.  Can't get info with website issues &amp; inadequate phone coverage.  How 2 get update??,3,29,570078379421990912,"[29.99135326, -95.52122091]",29.99135326,-95.52122091,2015-02-23,20:30:51
@USAirways I found a flight I want on @CheapOair. Is my @AmericanAir AA Advantage # applicable to earn miles on it since you're merging?,4,49,568246970126438400,"[33.79727578, -117.85043081]",33.79727578,-117.8504308,2015-02-18,19:13:29
@USAirways I have been I hold for 40 min. My 5:50 flight just got Cancelled Flightled and rescheduled for Monday. This is unacceptable!,5,49,569357079716229121,"[34.00912984, -84.37154603]",34.00912984,-84.37154603,2015-02-21,20:44:40
"@USAirways I would happily wait in the terminal near food, restrooms and non irritated passengers.",5,0,569937457837273088,"[33.43588637, -111.99965664]",33.43588637,-111.9996566,2015-02-23,11:10:53
"@USAirways I'm referring to email like this.  Just tell people when they GET the upgrade. Otherwise, we know already. http://t.co/N8UvCLMADA",1,3,569849281533874176,"[33.6424884, -84.4325976]",33.6424884,-84.4325976,2015-02-23,5:20:30
@USAirways I'm tired of paying for luggage &amp; less than stellar customer service @AmericanAir. #notafanofyourmerger,3,22,569709901737406464,"[33.80598632, -118.36571615]",33.80598632,-118.3657162,2015-02-22,20:06:39
"@USAirways if my flight, 4035, is delayed, what time do I have to arrive at BHM?",0,11,569616551239917569,"[33.50528024, -86.81047219]",33.50528024,-86.81047219,2015-02-22,13:55:43
@USAirways is anyone working today?? Anyone want to pick up a phone?,0,41,567808843373105152,"[25.8801693, -80.14141202]",25.8801693,-80.14141202,2015-02-17,14:12:32
@USAirways Look at that. The flight I have been trying to book for 3 days is gone. I guess someone got through. Thanks! Keep up the #Failing,3,16,569189550570016768,"[34.16721397, -118.3453091]",34.16721397,-118.3453091,2015-02-21,9:38:58
@USAirways my phone has been on hold since midght  fkn 7 hrs of hold ?? Unacceptable!!!!!!!!,1,35,569470441573609473,"[25.7789761, -80.1353923]",25.7789761,-80.1353923,2015-02-22,4:15:08
@USAirways so basically I am stuck paying for hidden fees and being bumped to an inferior flight. JetBlue here I come. #usairways #mergers,0,19,568496861797076992,"[29.99562368, -90.24376862]",29.99562368,-90.24376862,2015-02-19,11:46:28
@USAirways Southern Hospitality luggage delivery service from SAV is AWFUL. Great @ delivering empty promises but not luggage #8hrs&amp;waiting,0,46,569683111404908544,"[32.43487013, -80.64150369]",32.43487013,-80.64150369,2015-02-22,18:20:12
@USAirways sucks.  Flt 2692 Late Flight by 20 mins missed my connection.  Thanks for the 10 bucks and a middle seat on the next flt.,3,11,569305239834136576,"[33.43629607, -111.99894068]",33.43629607,-111.9989407,2015-02-21,17:18:41
@USAirways sure knows how to pamper customers they strand abroad. #badcustomerservice #fend4yourself #youareonyourown http://t.co/Pw1eudlcZg,3,35,569844782702338048,"[21.15194085, -86.82443877]",21.15194085,-86.82443877,2015-02-23,5:02:38
@USAirways thanks for a subpar travel experience and it's not even over yet #stepitup,4,42,569897798692286465,"[33.43790009, -111.99746652]",33.43790009,-111.9974665,2015-02-23,8:33:18
@USAirways Thanks. It would be better from the gate agent at C14 in Charlotte boarding flight 1791.,5,34,567832153670705152,"[27.96879606, -82.55192621]",27.96879606,-82.55192621,2015-02-17,15:45:09
@USAirways this is the aforementioned pilot. @AmericanAir sure you want to merge with these patron hitting hoodlums? http://t.co/C24cEfa9pl,3,16,567759344360783872,"[35.20346242, -80.92218024]",35.20346242,-80.92218024,2015-02-17,10:55:50
@USAirways understood and I am sympathetic. How do I get my $100 back? I shouldn't have to pay especially if YOU switched my flight.,4,50,568487367536996354,"[29.99894707, -90.27229299]",29.99894707,-90.27229299,2015-02-19,11:08:45
"@USAirways was switched to an American Airlines flight, not by choice, and now I am charged $50 for bags? Thought y'all merged?",3,4,568482472880697345,"[29.98730979, -90.25605983]",29.98730979,-90.25605983,2015-02-19,10:49:18
@USAirways Well I did miss it. But gate agents had rebooked boarding pass waiting when I landed. Time for lunch &amp; a beverage. Easy cheesy,3,9,570302023968694272,"[33.43720156, -111.99928786]",33.43720156,-111.9992879,2015-02-24,11:19:32
@USAirways where's my apology?,3,18,568079676612087808,"[30.44414315, -84.23627649]",30.44414315,-84.23627649,2015-02-18,8:08:43
@USAirways why does this flight keep getting delayed Late Flightr and Late Flightr?,3,31,569673913892003840,"[33.54774386, -86.75224256]",33.54774386,-86.75224256,2015-02-22,17:43:39
@USAirways why let passengers on board when there was an issue? Over an hour &amp; the pilot doesn't know when we'll leave.,1,31,569936893325897728,"[33.43824974, -111.99987573]",33.43824974,-111.9998757,2015-02-23,11:08:38
"@USAirways you got me home 30 hours after you were supposed to... I was living in an airport, you offered no monetary assistance!",4,7,568083251866152960,"[30.44405028, -84.23614305]",30.44405028,-84.23614305,2015-02-18,8:22:56
